episode,longitude,latitude,altitude,timestamp,Pressure_surface,Relative_humidity_isobaric,Temperature_isobaric,Wind_speed_gust_surface,u-component_of_wind_isobaric,v-component_of_wind_isobaric,mode
0,1.7428000570901392,41.1172701926226,12373.713041062103,1459535883.0,101340.55,72.4,262.6,3.8,-3.8200000000000003,-5.05,0
0,1.7328497098444693,41.11453903081978,12613.548447928932,1459535888.0,101340.55,72.4,262.6,3.8,-3.8200000000000003,-5.05,0
0,1.7227278004414606,41.11173245299404,12858.665734910168,1459535893.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.7122933089374066,41.10881169560575,13099.613774241647,1459535898.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.70185645437058,41.1058555357305,13340.07969954961,1459535903.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.6914332331183406,41.10289487749466,13578.661708030058,1459535908.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.681028549528953,41.099953059199585,13814.371013811431,1459535913.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.6706419684041256,41.09704067012056,14046.773549815027,1459535918.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.660271124243526,41.09415660163758,14275.914549254883,1459535923.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.649912689545753,41.0912940535102,14502.065390672158,1459535928.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.6395622662879545,41.088446231064516,14725.493173917903,1459535933.0,101340.55,61.3,258.6,3.8,-4.82,-3.7,0
0,1.6292141826568654,41.08560905515583,14946.350300761374,1459535938.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.619030817698068,41.08280970249756,15165.005554748886,1459535943.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.6088338378140405,41.080015297151256,15381.220759604072,1459535948.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5986106433541507,41.077223794253534,15594.851923549744,1459535953.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5883462967515025,41.07443355931148,15805.68972837377,1459535958.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.578023838718678,41.07164258340803,16013.48684680224,1459535963.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.567625179322372,41.068847994191444,16217.98869891893,1459535968.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5571326257176188,41.06604600495585,16418.96732013068,1459535973.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5465308678363772,41.06323231708125,16616.255556526383,1459535978.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5358089597734268,41.06040281837927,16809.775542716103,1459535983.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.5249616983288674,41.05755429286402,16999.55421311905,1459535988.0,101340.55,54.8,253.9,3.8,-4.399999999999999,-3.6000000000000005,0
0,1.513989963778581,41.05468487286166,17185.72139094776,1459535993.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.5028415602448417,41.05174819953792,17366.576725272014,1459535998.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4915972177387675,41.048793072541244,17544.62517217458,1459536003.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.480270162940534,41.045821532559025,17720.16713317064,1459536008.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4688728737745946,41.04283578307803,17893.480636205102,1459536013.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4574166102936044,41.03983801184918,18064.813858551257,1459536018.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.445911246080485,41.036830304279114,18234.38274271692,1459536023.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4343652886659588,41.03381461552051,18402.371817536616,1459536028.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4227860013726965,41.03079277501256,18568.93673450823,1459536033.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.4111795672804353,41.027766505977624,18734.207497751366,1459536038.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.3995512595962354,41.02473744960579,18898.2917595143,1459536043.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.387905599427628,41.02170718861035,19061.277834945366,1459536048.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.3762464925893556,41.01867726782948,19223.23727109137,1459536053.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.364577343227369,41.015649211149494,19384.226911065536,1459536058.0,101340.55,45.5,248.5,3.8,-4.550000000000001,1.3999999999999995,0
0,1.3529011452021753,41.012624534730676,19544.290449396332,1459536063.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.3415290046610875,41.01036922073881,19696.1113802413,1459536068.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.330169536292193,41.00812902653692,19846.39779155912,1459536073.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.3188228870670842,41.00590385746439,19995.194899860864,1459536078.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.307488720548721,41.00369377435617,20142.542162652244,1459536083.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2961662117045494,41.00149897110757,20288.471787192826,1459536088.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2848540353645626,40.99931975423129,20433.006742731974,1459536093.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2735503545902165,40.99715652591085,20576.158485946882,1459536098.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2622528180674264,40.99500977287827,20717.924679119824,1459536103.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2509585789202609,40.992880064250095,20858.287264921168,1459536108.0,101340.55,31.5,243.0,3.8,-7.09,7.8,0
0,1.2396643500531819,40.99076806205536,20997.211334804924,1459536113.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.2280314012803069,40.98762348407078,21145.51162388997,1459536118.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.2163708133239015,40.9844613929844,21291.95775223885,1459536123.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.2046827476156161,40.981282969399786,21436.522181840493,1459536128.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1929682481888704,40.97809016100439,21579.188971676296,1459536133.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1812288177933472,40.974885631011574,21719.94579715262,1459536138.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1694657345785244,40.97167258719522,21858.772067201593,1459536143.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1576793388725979,40.96845454000416,21995.627467481743,1459536148.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1458686051341136,40.96523506547339,22130.447019597937,1459536153.0,100836.55,36.6,242.9,2.3,-3.8999999999999986,-0.4999999999999991,0
0,1.1340312822553629,40.962017647489134,22263.148306655166,1459536158.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.12393689620307,40.959514132506015,22393.859746269136,1459536163.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.1137713093063843,40.957007952724425,22521.972100899555,1459536168.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.1035261920892592,40.95449845234781,22647.559965166914,1459536173.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0931974688705695,40.95198535277001,22770.82226860788,1459536178.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.082784828949451,40.94946865523853,22892.071647226257,1459536183.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0722905241339524,40.946948416836975,23011.706967300626,1459536188.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0617179290955812,40.9444244892607,23130.180990254397,1459536193.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0510702854675165,40.94189629644795,23247.973579889516,1459536198.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0403498483089524,40.9393626864348,23365.57551389944,1459536203.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0295574704684745,40.93682185805729,23483.482978422522,1459536208.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0186925692882873,40.934271348192595,23602.199872450714,1459536213.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,1.0077534086314972,40.93170806721904,23722.243549719424,1459536218.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9967376557243623,40.929128381343,23844.148126922137,1459536223.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9856431997932922,40.92652825426583,23968.45659804545,1459536228.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9744692208473942,40.923903473860726,24095.688115501343,1459536233.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.963217447600599,40.92124999865971,24226.261976885995,1459536238.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9518934154165013,40.918564455595096,24360.363848814486,1459536243.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9405073144958425,40.91584478594282,24497.77039890486,1459536248.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9290737945759822,40.91309095141239,24637.715670861573,1459536253.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9176101978673201,40.91030550452477,24778.93733587469,1459536258.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.9061335214909014,40.90749381191178,24919.968770823085,1459536263.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.8946575621014539,40.90466387968216,25059.537674728243,1459536268.0,100836.55,9.699999999999996,240.0,2.3,-2.1999999999999993,-7.800000000000002,0
0,0.8831917771161752,40.90182591206445,25196.825344878864,1459536273.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.8711948061185348,40.89928168863215,25345.63059573823,1459536278.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,3
0,0.8582899956314571,40.89614056799287,25485.42915460534,1459536283.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.8464916390300126,40.89357456939288,25627.675477746154,1459536288.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,3
0,0.8336564928145309,40.890465257244784,25758.909008023275,1459536293.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.8220186015456799,40.88791917467827,25893.416432872855,1459536298.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,3
0,0.8092567586210426,40.88483976540388,26015.459062140635,1459536303.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.7977189777968556,40.882365153162624,26143.554147065955,1459536308.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,3
0,0.7850233869826697,40.87931387809957,26256.75553370011,1459536313.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.7735356897647576,40.87694952061212,26380.255672969957,1459536318.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,3
0,0.7608928392522389,40.87392562074381,26485.50019142458,1459536323.0,100836.55,2.700000000000003,236.7,2.3,-0.5999999999999996,-15.900000000000002,2
0,0.7494241874638217,40.87169036371764,26605.74726149354,1459536328.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.7367182357254456,40.871003833373,26727.745717898546,1459536333.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.7240143986956116,40.87034285839937,26849.15723862926,1459536338.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.711310969433304,40.869713483673635,26969.85247628392,1459536343.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.698606992177234,40.8691239932976,27089.500196455807,1459536348.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6859029718431384,40.86858443922765,27207.48135127346,1459536353.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6732016537246426,40.86810571566486,27322.814255903635,1459536358.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6605082790798784,40.86769808341868,27434.188998335914,1459536363.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.647829425602827,40.86736903061804,27540.257326612533,1459536368.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6351703457792914,40.86712086983184,27640.17227878073,1459536373.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6225327129566911,40.86694951568046,27734.004211979467,1459536378.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.6099148633018905,40.86684566211017,27822.641806443808,1459536383.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5973138388700112,40.866797544851345,27907.326336917366,1459536388.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5847271359903226,40.866793492557576,27989.237405645476,1459536393.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5721533479552501,40.86682339802385,28069.299835494905,1459536398.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5595920542682,40.86687922132974,28148.14892189689,1459536403.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5470434285501342,40.86695491948438,28226.157048658184,1459536408.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5345078004948269,40.86704612669927,28303.464172214113,1459536413.0,98186.945,1.6000000000000014,237.1,2.7,1.3000000000000007,-27.800000000000004,3
0,0.5219852352875587,40.867149779298714,28379.988418095512,1459536418.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.5093253224984022,40.867162396691334,28452.946053502827,1459536423.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.4966507091892003,40.86719497334173,28523.349056829913,1459536428.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.4839596451331891,40.86724483484487,28590.15220932146,1459536433.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.47125023403963473,40.86731009067844,28652.31456992711,1459536438.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.45852119920553713,40.867389343308865,28709.04519113377,1459536443.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.4457724880569536,40.86748141311412,28759.999328461516,1459536448.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.4330053518867465,40.86758515133155,28805.307376727415,1459536453.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.42022193779959993,40.86769936270604,28845.4451492042,1459536458.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.4074247352907414,40.86782280223702,28881.05296118981,1459536463.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.394616156566167,40.8679541990653,28912.793676562753,1459536468.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.3817983200817532,40.868092280711885,28941.274334978567,1459536473.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.36897298483018837,40.86823579015309,28967.016517711374,1459536478.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.35614156478244063,40.86838349660606,28990.453761440484,1459536483.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.34330517493521606,40.868534202484085,29011.940633077345,1459536488.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.3304646836167717,40.868686748355806,29031.76516888229,1459536493.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.31762076026845687,40.86884001690644,29050.16096071503,1459536498.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.30477391528027975,40.8689929363392,29067.317552713277,1459536503.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.2919245316544916,40.8691444833575,29083.388888131238,1459536508.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.27907288942374553,40.86929368573704,29098.499966752006,1459536513.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.26621918400838207,40.86943962445398,29112.75199694788,1459536518.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.25336353961115643,40.869581435335455,29126.226328750083,1459536523.0,98186.945,4.399999999999999,231.2,2.7,2.3000000000000007,-31.0,3
0,0.24050601855968567,40.869718310215866,29138.987414768348,1459536528.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.2278996602335559,40.86915906588326,29129.721468753152,1459536533.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.2152878958190736,40.86860280617335,29118.967753102963,1459536538.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.20267070693251865,40.86804638979828,29106.752776165642,1459536543.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.19004851041259707,40.86748609949654,29093.14553828626,1459536548.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.17742216672494338,40.86691754331548,29078.256196612627,1459536553.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.16479296206393146,40.86633553081443,29062.23097002045,1459536558.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.15216256942662665,40.86573391613665,29045.243895306936,1459536563.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.13953299787515894,40.86510539850759,29027.48653017133,1459536568.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.12690654101474586,40.86444127055114,29009.156916851738,1459536573.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
0,0.1142857349649784,40.86373110756936,28990.449043860695,1459536578.0,96207.74,9.100000000000001,231.2,8.7,5.0,-45.50000000000001,3
